#chr	start	stop	name	score	strand	p.value
chr10	72216226	72216437	site6806	18.2364	+	2.38e-07
chr10	72354544	72354755	site6807	15.6364	-	2.62e-06
chr10	73096880	73097091	site6808	18.2364	-	2.38e-07
chr10	73097003	73097214	site6809	14.6182	-	7.63e-06
chr10	73097004	73097215	site6810	18.2364	+	2.38e-07
chr10	73247222	73247433	site6811	14.3091	-	9.3e-06
chr10	73265519	73265730	site6812	14.5455	-	7.87e-06
chr10	73358761	73358972	site6813	15.1273	-	4.53e-06
chr10	73358762	73358973	site6814	16.7455	+	1.43e-06
chr10	73744164	73744375	site6815	16.4364	-	1.91e-06
chr10	73744165	73744376	site6816	17.4182	+	9.54e-07
chr10	73772128	73772339	site6817	17.9273	-	4.77e-07
chr10	73772129	73772340	site6818	16.4364	+	1.91e-06
chr10	73786252	73786463	site6819	14.2182	-	9.54e-06
chr10	73786253	73786464	site6820	16.7273	+	1.67e-06
chr10	75210347	75210558	site6821	15.1273	-	4.53e-06
chr10	75401610	75401821	site6822	14.9273	-	5.48e-06
chr10	75404809	75405020	site6823	15.5455	+	2.86e-06
chr10	75409050	75409261	site6824	15.5455	+	2.86e-06
chr10	77612500	77612711	site6825	14.3091	-	9.3e-06
chr10	77732690	77732901	site6826	15.2364	+	3.58e-06
chr10	78303191	78303402	site6827	14.6182	+	7.63e-06
chr10	78303396	78303607	site6828	17.4182	-	9.54e-07
chr10	78303397	78303608	site6829	17.4182	+	9.54e-07
chr10	78731118	78731329	site6830	15.2364	-	3.58e-06
chr10	78963693	78963904	site6831	14.6182	-	7.63e-06
chr10	79045801	79046012	site6832	14.6182	+	7.63e-06
chr10	79067473	79067684	site6833	15.0364	-	5.01e-06
chr10	79242196	79242407	site6834	14.6182	-	7.63e-06
chr10	79347355	79347566	site6835	14.6182	+	7.63e-06
chr10	79445536	79445747	site6836	14.4545	-	8.34e-06
chr10	79480363	79480574	site6837	16.7273	-	1.67e-06
chr10	79480364	79480575	site6838	14.2182	+	9.54e-06
chr10	79981605	79981816	site6839	14.6182	-	7.63e-06
chr10	79982261	79982472	site6840	14.6182	-	7.63e-06
chr10	80079170	80079381	site6841	17.2364	-	1.19e-06
chr10	80079171	80079382	site6842	14.7273	+	6.44e-06
chr10	80165913	80166124	site6843	14.8182	+	5.96e-06
chr10	80165920	80166131	site6844	14.2182	-	9.54e-06
chr10	80165921	80166132	site6845	17.2364	+	1.19e-06
chr10	80408436	80408647	site6846	15.6545	-	2.38e-06
chr10	81105636	81105847	site6847	15.3273	+	3.34e-06
chr10	81110514	81110725	site6848	14.3091	+	9.3e-06
chr10	82094253	82094464	site6849	15.2364	+	3.58e-06
chr10	83327924	83328135	site6850	14.3091	-	9.3e-06
chr10	84328422	84328633	site6851	14.6182	-	7.63e-06
chr10	84328423	84328634	site6852	18.2364	+	2.38e-07
chr10	84328456	84328667	site6853	14.7273	-	6.44e-06
chr10	84328457	84328668	site6854	16.7273	+	1.67e-06
chr10	84460129	84460340	site6855	14.3091	-	9.3e-06
chr10	85755303	85755514	site6856	14.6182	+	7.63e-06
chr10	86363537	86363748	site6857	15.1273	+	4.53e-06
chr10	86521738	86521949	site6858	14.6182	-	7.63e-06
chr10	86521762	86521973	site6859	17.7273	-	7.15e-07
chr10	86939535	86939746	site6860	18.2364	+	2.38e-07
chr10	87094940	87095151	site6861	17.7273	-	7.15e-07
chr10	87094941	87095152	site6862	14.6182	+	7.63e-06
chr10	87185898	87186109	site6863	14.3091	+	9.3e-06
chr10	87818177	87818388	site6864	14.7273	+	6.44e-06
chr10	89204286	89204497	site6865	17.9273	+	4.77e-07
chr10	89248054	89248265	site6866	14.6182	+	7.63e-06
chr10	89414587	89414798	site6867	16.7273	-	1.67e-06
chr10	89414588	89414799	site6868	14.7273	+	6.44e-06
chr10	89414593	89414804	site6869	16.7273	-	1.67e-06
chr10	89414594	89414805	site6870	14.7273	+	6.44e-06
chr10	89644467	89644678	site6871	14.4364	-	8.58e-06
chr10	89829369	89829580	site6872	15.1455	+	3.81e-06
chr10	90871841	90872052	site6873	15.1273	+	4.53e-06
chr10	91410459	91410670	site6874	14.9273	+	5.48e-06
chr10	91798257	91798468	site6875	17.2364	-	1.19e-06
chr10	91798258	91798469	site6876	14.2182	+	9.54e-06
chr10	91894360	91894571	site6877	14.5455	-	7.87e-06
chr10	92239733	92239944	site6878	14.4364	+	8.58e-06
chr10	92306630	92306841	site6879	14.6182	-	7.63e-06
chr10	92573986	92574197	site6880	15.2364	-	3.58e-06
chr10	93065997	93066208	site6881	14.6182	+	7.63e-06
chr10	93323613	93323824	site6882	14.2182	-	9.54e-06
chr10	93323614	93323825	site6883	16.7273	+	1.67e-06
chr10	93893831	93894042	site6884	17.4182	-	9.54e-07
chr10	93893832	93894043	site6885	17.9273	+	4.77e-07
chr10	93993811	93994022	site6886	14.6182	-	7.63e-06
chr10	94402327	94402538	site6887	14.7273	-	6.44e-06
chr10	94402328	94402539	site6888	16.7273	+	1.67e-06
chr10	94500910	94501121	site6889	14.3091	+	9.3e-06
chr10	95180760	95180971	site6890	14.3091	+	9.3e-06
chr10	95231033	95231244	site6891	16.7273	-	1.67e-06
chr10	95231034	95231245	site6892	14.7273	+	6.44e-06
chr10	95907802	95908013	site6893	14.7273	-	6.44e-06
chr10	96118639	96118850	site6894	15.2364	+	3.58e-06
chr10	96223093	96223304	site6895	15.2364	-	3.58e-06
chr10	96229598	96229809	site6896	14.2182	-	9.54e-06
chr10	96229599	96229810	site6897	17.2364	+	1.19e-06
chr10	96587051	96587262	site6898	14.4545	+	8.34e-06
chr10	96762919	96763130	site6899	14.6182	+	7.63e-06
chr10	97169966	97170177	site6900	14.3091	-	9.3e-06
chr10	97426032	97426243	site6901	17.9273	+	4.77e-07
chr10	97426126	97426337	site6902	17.7273	-	7.15e-07
chr10	97426127	97426338	site6903	14.6182	+	7.63e-06
chr10	97446062	97446273	site6904	17.7273	+	7.15e-07
chr10	97498340	97498551	site6905	17.4182	-	9.54e-07
chr10	97498341	97498552	site6906	16.4364	+	1.91e-06
chr10	97578147	97578358	site6907	17.2364	+	1.19e-06
chr10	97640378	97640589	site6908	15.2364	+	3.58e-06
chr10	97736930	97737141	site6909	17.7273	-	7.15e-07
chr10	97736931	97737142	site6910	15.1273	+	4.53e-06
chr10	97771650	97771861	site6911	14.9273	-	5.48e-06
chr10	98030614	98030825	site6912	14.9273	+	5.48e-06
chr10	98189792	98190003	site6913	14.3091	+	9.3e-06
chr10	98258043	98258254	site6914	15.1273	+	4.53e-06
chr10	98458875	98459086	site6915	14.5455	-	7.87e-06
chr10	98528962	98529173	site6916	16.7273	-	1.67e-06
chr10	98528963	98529174	site6917	14.2182	+	9.54e-06
chr10	98868957	98869168	site6918	14.6364	-	6.91e-06
chr10	99431053	99431264	site6919	15.0364	+	5.01e-06
chr10	99994922	99995133	site6920	14.3091	-	9.3e-06
chr10	100185957	100186168	site6921	14.6182	+	7.63e-06
chr10	100186046	100186257	site6922	15.0364	-	5.01e-06
chr10	100286592	100286803	site6923	17.9273	-	4.77e-07
chr10	100286593	100286804	site6924	17.9273	+	4.77e-07
chr10	100830508	100830719	site6925	17.7273	-	7.15e-07
chr10	100835914	100836125	site6926	15.3273	+	3.34e-06
chr10	100987185	100987396	site6927	14.6182	-	7.63e-06
chr10	100987186	100987397	site6928	18.2364	+	2.38e-07
chr10	101060890	101061101	site6929	14.6545	-	6.68e-06
chr10	101060910	101061121	site6930	14.4545	-	8.34e-06
chr10	101208659	101208870	site6931	14.3091	+	9.3e-06
chr10	101224734	101224945	site6932	14.9273	+	5.48e-06
chr10	101273305	101273516	site6933	18.2364	-	2.38e-07
chr10	101273306	101273517	site6934	15.1273	+	4.53e-06
chr10	101291276	101291487	site6935	15.0364	+	5.01e-06
chr10	101740228	101740439	site6936	15.1455	+	3.81e-06
chr10	101818650	101818861	site6937	18.2364	-	2.38e-07
chr10	101818651	101818862	site6938	14.6182	+	7.63e-06
chr10	101830865	101831076	site6939	15.2364	+	3.58e-06
chr10	102120367	102120578	site6940	14.9273	-	5.48e-06
chr10	102152205	102152416	site6941	14.4364	-	8.58e-06
chr10	102152206	102152417	site6942	14.5273	+	8.11e-06
chr10	102240427	102240638	site6943	14.6182	-	7.63e-06
chr10	102410572	102410783	site6944	15.0364	+	5.01e-06
chr10	102419618	102419829	site6945	18.2364	-	2.38e-07
chr10	102419619	102419830	site6946	15.1273	+	4.53e-06
chr10	102421006	102421217	site6947	17.2364	-	1.19e-06
chr10	102421007	102421218	site6948	14.7273	+	6.44e-06
chr10	102461280	102461491	site6949	17.7273	-	7.15e-07
chr10	102461281	102461492	site6950	15.1273	+	4.53e-06
chr10	102502612	102502823	site6951	15.3273	+	3.34e-06
chr10	102503817	102504028	site6952	15.4364	-	3.1e-06
chr10	102503911	102504122	site6953	18.2364	-	2.38e-07
chr10	102503912	102504123	site6954	14.6182	+	7.63e-06
chr10	102651889	102652100	site6955	14.6182	+	7.63e-06
chr10	102918561	102918772	site6956	15.1273	+	4.53e-06
chr10	103004952	103005163	site6957	14.3091	-	9.3e-06
chr10	103288074	103288285	site6958	15.3273	-	3.34e-06
chr10	103351039	103351250	site6959	18.2364	-	2.38e-07
chr10	103351040	103351251	site6960	14.6182	+	7.63e-06
chr10	103473440	103473651	site6961	14.7273	-	6.44e-06
chr10	103584683	103584894	site6962	14.9273	-	5.48e-06
chr10	103584684	103584895	site6963	14.9273	+	5.48e-06
chr10	103681653	103681864	site6964	14.5273	+	8.11e-06
chr10	103966936	103967147	site6965	14.2182	-	9.54e-06
chr10	103966937	103967148	site6966	16.7273	+	1.67e-06
chr10	103967023	103967234	site6967	14.5273	-	8.11e-06
chr10	104305965	104306176	site6968	14.2182	-	9.54e-06
chr10	104305966	104306177	site6969	16.7273	+	1.67e-06
chr10	104680967	104681178	site6970	17.9273	-	4.77e-07
chr10	104739010	104739221	site6971	14.6182	+	7.63e-06
chr10	104947441	104947652	site6972	15.0364	-	5.01e-06
chr10	107397602	107397813	site6973	15.2364	+	3.58e-06
chr10	107871297	107871508	site6974	14.6182	-	7.63e-06
chr10	108325915	108326126	site6975	15.2364	-	3.58e-06
chr10	109457014	109457225	site6976	14.4545	-	8.34e-06
chr10	110157236	110157447	site6977	15.2364	-	3.58e-06
chr10	110226409	110226620	site6978	14.6364	-	6.91e-06
chr10	110501242	110501453	site6979	14.6182	-	7.63e-06
chr10	110871640	110871851	site6980	17.9273	-	4.77e-07
chr10	110871641	110871852	site6981	16.4364	+	1.91e-06
chr10	111085916	111086127	site6982	14.7273	-	6.44e-06
chr10	111085917	111086128	site6983	16.7273	+	1.67e-06
chr10	111222150	111222361	site6984	15.1273	+	4.53e-06
chr10	112294286	112294497	site6985	15.3273	-	3.34e-06
chr10	112545727	112545938	site6986	14.6364	-	6.91e-06
chr10	112659625	112659836	site6987	16.7273	-	1.67e-06
chr10	112659626	112659837	site6988	14.2182	+	9.54e-06
chr10	112673354	112673565	site6989	14.2182	-	9.54e-06
chr10	112673355	112673566	site6990	16.7273	+	1.67e-06
chr10	113941614	113941825	site6991	14.9636	+	5.25e-06
chr10	114044547	114044758	site6992	14.5273	-	8.11e-06
chr10	114179156	114179367	site6993	15.6364	-	2.62e-06
chr10	114547634	114547845	site6994	14.6182	+	7.63e-06
chr10	114860215	114860426	site6995	15.2364	+	3.58e-06
chr10	116803014	116803225	site6996	14.6364	-	6.91e-06
chr10	116849701	116849912	site6997	15.1273	-	4.53e-06
chr10	116849702	116849913	site6998	16.7455	+	1.43e-06
chr10	116849707	116849918	site6999	15.1273	-	4.53e-06
chr10	116849708	116849919	site7000	16.7455	+	1.43e-06
chr10	117096899	117097110	site7001	16.7273	-	1.67e-06
chr10	117096900	117097111	site7002	14.2182	+	9.54e-06
chr10	117535197	117535408	site7003	14.4545	-	8.34e-06
chr10	117535295	117535506	site7004	17.7273	-	7.15e-07
chr10	117914419	117914630	site7005	17.9273	-	4.77e-07
chr10	117914420	117914631	site7006	17.4182	+	9.54e-07
chr10	118594318	118594529	site7007	15.4364	-	3.1e-06
chr10	118634475	118634686	site7008	14.3091	-	9.3e-06
chr10	118755165	118755376	site7009	17.2364	-	1.19e-06
chr10	118755166	118755377	site7010	14.2182	+	9.54e-06
chr10	118960432	118960643	site7011	15.3273	+	3.34e-06
chr10	119048950	119049161	site7012	15.3273	+	3.34e-06
chr10	119080790	119081001	site7013	15.1455	-	3.81e-06
chr10	119178482	119178693	site7014	18.2364	-	2.38e-07
chr10	119178483	119178694	site7015	15.1273	+	4.53e-06
chr10	119207404	119207615	site7016	15.6545	+	2.38e-06
chr10	119325624	119325835	site7017	14.3091	+	9.3e-06
chr10	119376868	119377079	site7018	17.9273	-	4.77e-07
chr10	119376869	119377080	site7019	17.4182	+	9.54e-07
chr10	119501868	119502079	site7020	14.6182	+	7.63e-06
chr10	119543341	119543552	site7021	14.5273	-	8.11e-06
chr10	119596610	119596821	site7022	14.6182	+	7.63e-06
chr10	119818516	119818727	site7023	17.4182	-	9.54e-07
chr10	119818517	119818728	site7024	17.9273	+	4.77e-07
chr10	120457341	120457552	site7025	15.1273	-	4.53e-06
chr10	120599508	120599719	site7026	15.5455	+	2.86e-06
chr10	121550322	121550533	site7027	14.7273	+	6.44e-06
chr10	121961874	121962085	site7028	15.7455	+	2.15e-06
chr10	122167824	122168035	site7029	15.5455	-	2.86e-06
chr10	122374599	122374810	site7030	14.6364	+	6.91e-06
chr10	122376458	122376669	site7031	14.5273	-	8.11e-06
chr10	122879485	122879696	site7032	14.6182	-	7.63e-06
chr10	122879486	122879697	site7033	18.2364	+	2.38e-07
chr10	122879529	122879740	site7034	15.2364	-	3.58e-06
chr10	122879596	122879807	site7035	15.3273	-	3.34e-06
chr10	122954241	122954452	site7036	15.3273	+	3.34e-06
chr10	122954309	122954520	site7037	15.2364	+	3.58e-06
chr10	122954352	122954563	site7038	18.2364	-	2.38e-07
chr10	122954353	122954564	site7039	14.6182	+	7.63e-06
chr10	122980308	122980519	site7040	14.7273	-	6.44e-06
chr10	122980309	122980520	site7041	16.7273	+	1.67e-06
chr10	123142584	123142795	site7042	14.9636	+	5.25e-06
chr10	123145244	123145455	site7043	15.6364	-	2.62e-06
chr10	123154681	123154892	site7044	16.7455	-	1.43e-06
chr10	123154682	123154893	site7045	15.1273	+	4.53e-06
chr10	123154687	123154898	site7046	14.1636	-	9.78e-06
chr10	123666285	123666496	site7047	14.9273	+	5.48e-06
chr10	124022859	124023070	site7048	14.6182	+	7.63e-06
chr10	124044634	124044845	site7049	14.7273	-	6.44e-06
chr10	124044635	124044846	site7050	15.7455	+	2.15e-06
chr10	124231832	124232043	site7051	14.6182	-	7.63e-06
chr10	124280436	124280647	site7052	14.6182	-	7.63e-06
chr10	124297109	124297320	site7053	14.7273	-	6.44e-06
chr10	124389246	124389457	site7054	16.7273	-	1.67e-06
chr10	124389247	124389458	site7055	14.7273	+	6.44e-06
chr10	124744279	124744490	site7056	14.6182	-	7.63e-06
chr10	125099818	125100029	site7057	15.5455	-	2.86e-06
chr10	125192090	125192301	site7058	16.4364	-	1.91e-06
chr10	125192091	125192302	site7059	17.9273	+	4.77e-07
chr10	125370705	125370916	site7060	16.4364	-	1.91e-06
chr10	125370706	125370917	site7061	17.4182	+	9.54e-07
chr10	125531000	125531211	site7062	15.1455	+	3.81e-06
chr10	125719470	125719681	site7063	15.1273	+	4.53e-06
chr10	125775487	125775698	site7064	14.2182	-	9.54e-06
chr10	125775488	125775699	site7065	17.2364	+	1.19e-06
chr10	125822745	125822956	site7066	14.6182	-	7.63e-06
chr10	125823149	125823360	site7067	17.4182	-	9.54e-07
chr10	125823150	125823361	site7068	17.9273	+	4.77e-07
chr10	125823431	125823642	site7069	18.2364	-	2.38e-07
chr10	125823432	125823643	site7070	15.1273	+	4.53e-06
chr10	126128464	126128675	site7071	14.3091	+	9.3e-06
chr10	126128660	126128871	site7072	14.6182	+	7.63e-06
chr10	126128711	126128922	site7073	15.6364	+	2.62e-06
chr10	126128858	126129069	site7074	15.5455	+	2.86e-06
chr10	126235929	126236140	site7075	14.6182	-	7.63e-06
chr10	126904822	126905033	site7076	14.6182	-	7.63e-06
chr10	127196671	127196882	site7077	14.4545	+	8.34e-06
chr10	128011454	128011665	site7078	16.4364	-	1.91e-06
chr10	128011455	128011666	site7079	17.4182	+	9.54e-07
chr10	128125830	128126041	site7080	16.7455	+	1.43e-06
chr10	128491824	128492035	site7081	14.3091	+	9.3e-06
chr10	129027305	129027516	site7082	17.2364	-	1.19e-06
chr10	129027306	129027517	site7083	14.2182	+	9.54e-06
chr10	129623991	129624202	site7084	17.7273	+	7.15e-07
chr10	129849936	129850147	site7085	17.2364	+	1.19e-06
chr10	129963399	129963610	site7086	14.4364	-	8.58e-06
chr10	129972952	129973163	site7087	17.2364	-	1.19e-06
chr10	130027172	130027383	site7088	14.6182	+	7.63e-06
chr10	130110384	130110595	site7089	17.7273	-	7.15e-07
chr10	130110385	130110596	site7090	14.6182	+	7.63e-06
chr10	130136241	130136452	site7091	14.6182	-	7.63e-06
chr10	130231404	130231615	site7092	15.3273	+	3.34e-06
chr10	130810704	130810915	site7093	18.2364	+	2.38e-07
chr10	131087499	131087710	site7094	15.0364	-	5.01e-06
chr10	131120083	131120294	site7095	15.3273	-	3.34e-06
chr10	131177976	131178187	site7096	15.5455	+	2.86e-06
chr10	131397879	131398090	site7097	14.3091	+	9.3e-06
chr10	131533058	131533269	site7098	14.3091	-	9.3e-06
chr10	131811387	131811598	site7099	14.6182	-	7.63e-06
chr10	131815078	131815289	site7100	14.6182	-	7.63e-06
chr10	131885214	131885425	site7101	16.7455	+	1.43e-06
chr10	131900778	131900989	site7102	16.7455	-	1.43e-06
chr10	131900779	131900990	site7103	15.1273	+	4.53e-06
chr10	131981919	131982130	site7104	14.7273	-	6.44e-06
chr10	131981920	131982131	site7105	17.2364	+	1.19e-06
chr10	131981959	131982170	site7106	16.7273	+	1.67e-06
chr10	131982048	131982259	site7107	17.7273	-	7.15e-07
chr10	131982049	131982260	site7108	14.6182	+	7.63e-06
chr10	132021117	132021328	site7109	17.2364	-	1.19e-06
chr10	132021118	132021329	site7110	14.7273	+	6.44e-06
chr10	132046489	132046700	site7111	14.8182	-	5.96e-06
chr10	132186210	132186421	site7112	15.7455	+	2.15e-06
chr10	132230317	132230528	site7113	14.3091	-	9.3e-06
chr10	132236113	132236324	site7114	15.5455	+	2.86e-06
chr10	132308547	132308758	site7115	14.4364	-	8.58e-06
chr10	132331769	132331980	site7116	18.2364	-	2.38e-07
chr10	132331770	132331981	site7117	15.1273	+	4.53e-06
chr10	132331798	132332009	site7118	17.7273	-	7.15e-07
chr10	132331799	132332010	site7119	15.1273	+	4.53e-06
chr10	132331848	132332059	site7120	15.1273	+	4.53e-06
chr10	132331973	132332184	site7121	17.7273	-	7.15e-07
chr10	132331974	132332185	site7122	15.1273	+	4.53e-06
chr10	132331995	132332206	site7123	17.7273	-	7.15e-07
chr10	132331996	132332207	site7124	15.1273	+	4.53e-06
chr10	132537312	132537523	site7125	15.1273	-	4.53e-06
chr10	132589184	132589395	site7126	14.6545	-	6.68e-06
chr10	132762061	132762272	site7127	15.6545	+	2.38e-06
chr10	132793866	132794077	site7128	15.7455	-	2.15e-06
chr10	132920160	132920371	site7129	15.4364	-	3.1e-06
chr10	132942786	132942997	site7130	14.6182	-	7.63e-06
chr10	133039184	133039395	site7131	14.5455	-	7.87e-06
chr10	133116725	133116936	site7132	14.6182	-	7.63e-06
chr10	133121997	133122208	site7133	14.7273	+	6.44e-06
chr10	133220768	133220979	site7134	14.3091	+	9.3e-06
chr10	133230709	133230920	site7135	16.7273	-	1.67e-06
chr10	133282938	133283149	site7136	14.6182	+	7.63e-06
chr10	133336951	133337162	site7137	17.4182	-	9.54e-07
chr10	133336952	133337163	site7138	16.4364	+	1.91e-06
chr10	133393977	133394188	site7139	17.2364	-	1.19e-06
chr10	133393978	133394189	site7140	14.7273	+	6.44e-06
chr10	133445335	133445546	site7141	15.1273	+	4.53e-06
chr10	133465162	133465373	site7142	14.7273	-	6.44e-06
chr10	133465163	133465374	site7143	16.7273	+	1.67e-06
chr10	133527959	133528170	site7144	14.7273	-	6.44e-06
chr10	133565518	133565729	site7145	14.6182	-	7.63e-06
chr10	133565519	133565730	site7146	18.2364	+	2.38e-07
chr10	133565592	133565803	site7147	15.3273	-	3.34e-06
chr10	133653336	133653547	site7148	15.2364	-	3.58e-06
chr10	133665258	133665469	site7149	17.2364	-	1.19e-06
chr10	133665259	133665470	site7150	14.2182	+	9.54e-06
chr10	133667515	133667726	site7151	15.0364	+	5.01e-06
chr10	133668568	133668779	site7152	17.2364	-	1.19e-06
chr10	133668569	133668780	site7153	14.2182	+	9.54e-06
chr10	133670814	133671025	site7154	15.0364	+	5.01e-06
chr10	133671867	133672078	site7155	17.2364	-	1.19e-06
chr10	133671868	133672079	site7156	14.2182	+	9.54e-06
chr10	133674113	133674324	site7157	15.0364	+	5.01e-06
chr10	133675166	133675377	site7158	17.2364	-	1.19e-06
chr10	133675167	133675378	site7159	14.2182	+	9.54e-06
chr10	133677423	133677634	site7160	15.0364	+	5.01e-06
chr10	133678476	133678687	site7161	17.2364	-	1.19e-06
chr10	133678477	133678688	site7162	14.2182	+	9.54e-06
chr10	133680733	133680944	site7163	15.0364	+	5.01e-06
chr10	133681786	133681997	site7164	17.2364	-	1.19e-06
chr10	133681787	133681998	site7165	14.2182	+	9.54e-06
chr10	133684032	133684243	site7166	15.0364	+	5.01e-06
chr10	133685085	133685296	site7167	17.2364	-	1.19e-06
chr10	133685086	133685297	site7168	14.2182	+	9.54e-06
chr10	133741437	133741648	site7169	17.2364	-	1.19e-06
chr10	133741438	133741649	site7170	14.2182	+	9.54e-06
chr10	133743694	133743905	site7171	15.0364	+	5.01e-06
chr10	133744747	133744958	site7172	17.2364	-	1.19e-06
chr10	133744748	133744959	site7173	14.2182	+	9.54e-06
chr10	133747004	133747215	site7174	15.0364	+	5.01e-06
chr10	133748057	133748268	site7175	17.2364	-	1.19e-06
chr10	133748058	133748269	site7176	14.2182	+	9.54e-06
chr10	133750313	133750524	site7177	15.0364	+	5.01e-06
chr10	133751366	133751577	site7178	17.2364	-	1.19e-06
chr10	133751367	133751578	site7179	14.2182	+	9.54e-06
chr10	133753612	133753823	site7180	15.0364	+	5.01e-06
chr10	133754665	133754876	site7181	17.2364	-	1.19e-06
chr10	133754666	133754877	site7182	14.2182	+	9.54e-06
chr10	133756922	133757133	site7183	15.0364	+	5.01e-06
chr10	133757975	133758186	site7184	17.2364	-	1.19e-06
chr10	133757976	133758187	site7185	14.2182	+	9.54e-06
chr10	133760221	133760432	site7186	15.0364	+	5.01e-06
chr10	133761274	133761485	site7187	17.2364	-	1.19e-06
chr10	133761275	133761486	site7188	14.2182	+	9.54e-06
chr10	133786256	133786467	site7189	15.1273	-	4.53e-06
chr10	133786257	133786468	site7190	16.7455	+	1.43e-06
chr10	133786368	133786579	site7191	15.1273	-	4.53e-06
chr10	133786369	133786580	site7192	16.7455	+	1.43e-06
chr10	133786374	133786585	site7193	15.4364	-	3.1e-06
chr10	133786397	133786608	site7194	15.1273	-	4.53e-06
chr10	133786398	133786609	site7195	16.7455	+	1.43e-06
chr10	133786403	133786614	site7196	15.4364	-	3.1e-06
chr10	133786426	133786637	site7197	15.1273	-	4.53e-06
chr10	133786427	133786638	site7198	16.7455	+	1.43e-06
chr10	133786432	133786643	site7199	15.4364	-	3.1e-06
chr10	133786433	133786644	site7200	14.9273	+	5.48e-06
chr11	137392	137603	site7201	15.5455	+	2.86e-06
chr11	189329	189540	site7202	14.9273	-	5.48e-06
chr11	189330	189541	site7203	15.4364	+	3.1e-06
chr11	189335	189546	site7204	16.7455	-	1.43e-06
chr11	189336	189547	site7205	15.1273	+	4.53e-06
chr11	189358	189569	site7206	14.5273	-	8.11e-06
chr11	189365	189576	site7207	15.4364	+	3.1e-06
chr11	189411	189622	site7208	16.7455	-	1.43e-06
chr11	189412	189623	site7209	15.1273	+	4.53e-06
chr11	281295	281506	site7210	14.3091	+	9.3e-06
chr11	400592	400803	site7211	14.6182	+	7.63e-06
chr11	484768	484979	site7212	15.6364	-	2.62e-06
chr11	485092	485303	site7213	14.3091	-	9.3e-06
chr11	485248	485459	site7214	15.6364	-	2.62e-06
chr11	485401	485612	site7215	14.3091	-	9.3e-06
chr11	485472	485683	site7216	15.6364	-	2.62e-06
chr11	500894	501105	site7217	14.3091	+	9.3e-06
chr11	537178	537389	site7218	14.6182	-	7.63e-06
chr11	537179	537390	site7219	16.7455	+	1.43e-06
chr11	555922	556133	site7220	14.6182	-	7.63e-06
chr11	568159	568370	site7221	14.6182	+	7.63e-06
chr11	624226	624437	site7222	14.6182	-	7.63e-06
chr11	685461	685672	site7223	14.3091	+	9.3e-06
chr11	695952	696163	site7224	14.5273	-	8.11e-06
chr11	725658	725869	site7225	15.1273	-	4.53e-06
chr11	747504	747715	site7226	14.1636	-	9.78e-06
chr11	777384	777595	site7227	14.7273	-	6.44e-06
chr11	777385	777596	site7228	16.7273	+	1.67e-06
chr11	777467	777678	site7229	17.7273	+	7.15e-07
chr11	777620	777831	site7230	14.6545	+	6.68e-06
chr11	824622	824833	site7231	17.9273	-	4.77e-07
chr11	824623	824834	site7232	17.4182	+	9.54e-07
chr11	849543	849754	site7233	14.9273	+	5.48e-06
chr11	862950	863161	site7234	15.3273	+	3.34e-06
chr11	910750	910961	site7235	14.5273	+	8.11e-06
chr11	1153075	1153286	site7236	14.6545	+	6.68e-06
chr11	1193451	1193662	site7237	14.4364	-	8.58e-06
chr11	1193452	1193663	site7238	15.0364	+	5.01e-06
chr11	1197847	1198058	site7239	14.5273	+	8.11e-06
chr11	1261833	1262044	site7240	15.0364	+	5.01e-06
chr11	1301292	1301503	site7241	14.6182	+	7.63e-06
chr11	1309559	1309770	site7242	18.2364	-	2.38e-07
chr11	1309600	1309811	site7243	16.7273	-	1.67e-06
chr11	1309601	1309812	site7244	14.2182	+	9.54e-06
chr11	1309645	1309856	site7245	18.2364	+	2.38e-07
chr11	1309712	1309923	site7246	14.3091	+	9.3e-06
chr11	1390516	1390727	site7247	14.4545	-	8.34e-06
chr11	1390634	1390845	site7248	14.5273	-	8.11e-06
chr11	1400095	1400306	site7249	14.6182	-	7.63e-06
chr11	1602616	1602827	site7250	14.8182	+	5.96e-06
chr11	1760471	1760682	site7251	15.3273	-	3.34e-06
chr11	1763934	1764145	site7252	15.7455	-	2.15e-06
chr11	1763935	1764146	site7253	14.7273	+	6.44e-06
chr11	1924685	1924896	site7254	14.3091	-	9.3e-06
chr11	2027966	2028177	site7255	14.3091	-	9.3e-06
chr11	2133047	2133258	site7256	18.2364	-	2.38e-07
chr11	2139802	2140013	site7257	14.6182	-	7.63e-06
chr11	2197809	2198020	site7258	14.6364	+	6.91e-06
chr11	2400504	2400715	site7259	17.9273	+	4.77e-07
chr11	2443910	2444121	site7260	14.1636	-	9.78e-06
chr11	2484927	2485138	site7261	14.3091	+	9.3e-06
chr11	2582136	2582347	site7262	14.3091	+	9.3e-06
chr11	2674308	2674519	site7263	14.5273	+	8.11e-06
chr11	2714039	2714250	site7264	14.6182	-	7.63e-06
chr11	2817054	2817265	site7265	14.5455	-	7.87e-06
chr11	2869465	2869676	site7266	14.4364	+	8.58e-06
chr11	3000052	3000263	site7267	14.6545	-	6.68e-06
chr11	4227552	4227763	site7268	15.2364	+	3.58e-06
chr11	4248165	4248376	site7269	15.2364	-	3.58e-06
chr11	4324127	4324338	site7270	15.2364	+	3.58e-06
chr11	4453220	4453431	site7271	15.2364	-	3.58e-06
chr11	6084978	6085189	site7272	15.2364	-	3.58e-06
chr11	6330739	6330950	site7273	14.6182	-	7.63e-06
