motif_id	motif_alt_id	sequence_name	start	stop	strand	score	p-value	q-value	matched_sequence
MA0506.1	NRF1	chr20	3492862	3492872	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	3492863	3492873	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	3752170	3752180	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr20	3752171	3752181	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr20	3778331	3778341	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	3786055	3786065	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	3820525	3820535	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	3820544	3820554	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	3846742	3846752	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	4015712	4015722	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	4015713	4015723	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	4960593	4960603	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	5001012	5001022	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	5001013	5001023	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	5126803	5126813	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	5126804	5126814	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	5298435	5298445	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	5298436	5298446	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	5675274	5675284	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	5675275	5675285	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	6052084	6052094	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	6066501	6066511	+	14.6364	6.91e-06		
MA0506.1	NRF1	chr20	7303666	7303676	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr20	8019179	8019189	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	8019180	8019190	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	10219652	10219662	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	10674047	10674057	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	10674048	10674058	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	11890993	11891003	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	11890994	11891004	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	13639114	13639124	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	13785023	13785033	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	13785024	13785034	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	13995360	13995370	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	13995361	13995371	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	13995366	13995376	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	13995367	13995377	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	14205531	14205541	-	14.6545	6.68e-06		
MA0506.1	NRF1	chr20	15031112	15031122	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	16565689	16565699	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr20	17570043	17570053	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	18056562	18056572	-	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	18554037	18554047	-	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	18588255	18588265	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	19758018	19758028	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	20365491	20365501	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	20365492	20365502	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	20712521	20712531	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	20796958	20796968	-	15.4364	3.1e-06		
MA0506.1	NRF1	chr20	21020302	21020312	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	21045102	21045112	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	21045103	21045113	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	21507941	21507951	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	21709342	21709352	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	22160452	22160462	-	15.6364	2.62e-06		
MA0506.1	NRF1	chr20	23035298	23035308	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	23099831	23099841	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	23099832	23099842	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	23361938	23361948	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	23361939	23361949	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	23421492	23421502	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	23421493	23421503	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	23565251	23565261	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	24018723	24018733	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr20	24076198	24076208	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	24474805	24474815	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	25067847	25067857	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr20	25195609	25195619	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	25195610	25195620	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	25195650	25195660	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	25195655	25195665	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25195656	25195666	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25248037	25248047	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	25248038	25248048	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	25280981	25280991	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	25539959	25539969	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	25623987	25623997	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	25623992	25624002	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25623993	25624003	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25642623	25642633	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	25642624	25642634	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	25792100	25792110	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25792101	25792111	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25796313	25796323	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25796314	25796324	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25798571	25798581	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25798572	25798582	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25854057	25854067	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25854058	25854068	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25858363	25858373	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25858364	25858374	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25860008	25860018	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25860009	25860019	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25861671	25861681	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25861672	25861682	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25863328	25863338	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25863329	25863339	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25865862	25865872	+	15.3273	3.34e-06		
MA0506.1	NRF1	chr20	25868221	25868231	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25868222	25868232	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25985123	25985133	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25985124	25985134	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	25987306	25987316	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	25987307	25987317	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	26057323	26057333	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	26057324	26057334	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	26059581	26059591	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	26059582	26059592	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	26063794	26063804	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	26063795	26063805	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	26251519	26251529	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr20	26255563	26255573	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	28602436	28602446	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	29080613	29080623	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	29325270	29325280	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	29325271	29325281	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	29496929	29496939	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	29689797	29689807	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	29689798	29689808	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	29877070	29877080	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	29877071	29877081	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	29878386	29878396	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	29878387	29878397	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	30168380	30168390	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	30168381	30168391	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	30284184	30284194	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	30284185	30284195	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	30377595	30377605	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	30537602	30537612	-	15.6545	2.38e-06		
MA0506.1	NRF1	chr20	30585439	30585449	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr20	30585444	30585454	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	30585445	30585455	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	30728823	30728833	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	30813278	30813288	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	30813279	30813289	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	30891644	30891654	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	30891645	30891655	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	30895247	30895257	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	31397369	31397379	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	31397370	31397380	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	31484164	31484174	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	31484262	31484272	+	14.1636	9.78e-06		
MA0506.1	NRF1	chr20	31514405	31514415	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	31514406	31514416	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	31849576	31849586	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	31879735	31879745	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	31952024	31952034	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	31952055	31952065	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	31952056	31952066	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	31952083	31952093	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	32277837	32277847	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	32536522	32536532	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	32536523	32536533	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	32536529	32536539	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	32536949	32536959	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	33291080	33291090	+	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	33667294	33667304	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	33686219	33686229	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr20	33720145	33720155	+	15.6545	2.38e-06		
MA0506.1	NRF1	chr20	33880599	33880609	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr20	34112273	34112283	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	34112274	34112284	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	34112296	34112306	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	34112297	34112307	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	34278399	34278409	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr20	34516391	34516401	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	34516392	34516402	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	34640490	34640500	-	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	34640491	34640501	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	35005312	35005322	+	14.6364	6.91e-06		
MA0506.1	NRF1	chr20	35036945	35036955	+	14.6364	6.91e-06		
MA0506.1	NRF1	chr20	35147356	35147366	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	35147357	35147367	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	35277883	35277893	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	35412054	35412064	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	35412055	35412065	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	35412078	35412088	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	35454801	35454811	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	35454802	35454812	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	35535557	35535567	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	35599055	35599065	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	35664970	35664980	-	15.1455	3.81e-06		
MA0506.1	NRF1	chr20	35699192	35699202	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	35699193	35699203	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	36436194	36436204	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	36436195	36436205	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	36605652	36605662	+	14.1636	9.78e-06		
MA0506.1	NRF1	chr20	36746148	36746158	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	36746149	36746159	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	36773810	36773820	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	36773811	36773821	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	36773895	36773905	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr20	36865588	36865598	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	36951695	36951705	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	36951696	36951706	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	36951763	36951773	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	36951830	36951840	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	36951831	36951841	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	37387204	37387214	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr20	37406723	37406733	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	37406724	37406734	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	37406729	37406739	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	37406730	37406740	+	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	37521191	37521201	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	37521192	37521202	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	37521602	37521612	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	37522530	37522540	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	37535854	37535864	-	14.6545	6.68e-06		
MA0506.1	NRF1	chr20	37554911	37554921	-	14.6545	6.68e-06		
MA0506.1	NRF1	chr20	38343456	38343466	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr20	38343485	38343495	-	15.2364	3.58e-06		
MA0506.1	NRF1	chr20	38472700	38472710	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	38472701	38472711	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	38472786	38472796	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	38472787	38472797	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	38483908	38483918	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	38674599	38674609	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	38674600	38674610	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	39824088	39824098	-	14.5455	7.87e-06		
MA0506.1	NRF1	chr20	40284323	40284333	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	40284324	40284334	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	40706435	40706445	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	41028549	41028559	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	41028803	41028813	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	41028804	41028814	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	41137381	41137391	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	41137382	41137392	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	41137425	41137435	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr20	41317883	41317893	-	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	41317884	41317894	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	41603993	41604003	-	15.3273	3.34e-06		
MA0506.1	NRF1	chr20	42272694	42272704	-	14.8182	5.96e-06		
MA0506.1	NRF1	chr20	43507677	43507687	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	43507678	43507688	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	43667037	43667047	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	43823820	43823830	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr20	44074860	44074870	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	44074861	44074871	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	44116298	44116308	-	15.4364	3.1e-06		
MA0506.1	NRF1	chr20	44160144	44160154	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	44210823	44210833	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	44210824	44210834	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	44311240	44311250	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	44791178	44791188	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	44791179	44791189	+	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	44810275	44810285	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr20	44960401	44960411	-	14.1636	9.78e-06		
MA0506.1	NRF1	chr20	45113426	45113436	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	45316997	45317007	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	45363104	45363114	+	15.6364	2.62e-06		
MA0506.1	NRF1	chr20	45363355	45363365	-	14.4545	8.34e-06		
MA0506.1	NRF1	chr20	45416020	45416030	-	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	45934378	45934388	-	14.5455	7.87e-06		
MA0506.1	NRF1	chr20	45934670	45934680	+	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	46010811	46010821	-	14.4545	8.34e-06		
MA0506.1	NRF1	chr20	46200947	46200957	+	14.9636	5.25e-06		
MA0506.1	NRF1	chr20	46895292	46895302	-	14.4545	8.34e-06		
MA0506.1	NRF1	chr20	47774420	47774430	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	48268021	48268031	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	48340471	48340481	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	48340472	48340482	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	48383786	48383796	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	48828384	48828394	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr20	48974402	48974412	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	49128016	49128026	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	49219291	49219301	+	14.6545	6.68e-06		
MA0506.1	NRF1	chr20	49713936	49713946	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	49713937	49713947	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	49732319	49732329	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	49852893	49852903	+	15.2364	3.58e-06		
MA0506.1	NRF1	chr20	50053815	50053825	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	50113196	50113206	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	50113197	50113207	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	50116105	50116115	+	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	50191789	50191799	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr20	50271027	50271037	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	50329412	50329422	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	50331723	50331733	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	50609677	50609687	-	14.4545	8.34e-06		
MA0506.1	NRF1	chr20	50645589	50645599	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	50731047	50731057	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	50731048	50731058	+	17.2364	1.19e-06		
MA0506.1	NRF1	chr20	50731150	50731160	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	50731151	50731161	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	50731399	50731409	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	50930721	50930731	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	51433732	51433742	-	15.3273	3.34e-06		
MA0506.1	NRF1	chr20	51739695	51739705	-	15.5455	2.86e-06		
MA0506.1	NRF1	chr20	51768549	51768559	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	51800337	51800347	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	52114767	52114777	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	52827103	52827113	-	15.3273	3.34e-06		
MA0506.1	NRF1	chr20	53594518	53594528	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	53594519	53594529	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	53594664	53594674	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	53594665	53594675	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	54452489	54452499	-	17.9273	4.77e-07		
MA0506.1	NRF1	chr20	56392349	56392359	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	56392350	56392360	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	57266239	57266249	-	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	57329696	57329706	+	15.6545	2.38e-06		
MA0506.1	NRF1	chr20	57351241	57351251	-	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	57351242	57351252	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	57525153	57525163	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	57525154	57525164	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	58389074	58389084	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	58389075	58389085	+	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	58514763	58514773	+	14.4364	8.58e-06		
MA0506.1	NRF1	chr20	58820747	58820757	+	15.6545	2.38e-06		
MA0506.1	NRF1	chr20	58841598	58841608	+	14.5455	7.87e-06		
MA0506.1	NRF1	chr20	58868943	58868953	-	15.4364	3.1e-06		
MA0506.1	NRF1	chr20	58981220	58981230	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	58981221	58981231	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	58981251	58981261	-	17.4182	9.54e-07		
MA0506.1	NRF1	chr20	58981252	58981262	+	16.4364	1.91e-06		
MA0506.1	NRF1	chr20	59042835	59042845	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	59042964	59042974	-	14.9273	5.48e-06		
MA0506.1	NRF1	chr20	59042965	59042975	+	15.4364	3.1e-06		
MA0506.1	NRF1	chr20	59043019	59043029	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	59043020	59043030	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	59397771	59397781	-	14.7273	6.44e-06		
MA0506.1	NRF1	chr20	59397772	59397782	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	59397779	59397789	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	59397780	59397790	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	59885657	59885667	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	59885658	59885668	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	59933325	59933335	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	59933326	59933336	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	59940469	59940479	-	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	60849530	60849540	+	14.5455	7.87e-06		
MA0506.1	NRF1	chr20	61318566	61318576	-	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	61351857	61351867	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	61482494	61482504	+	14.3091	9.3e-06		
MA0506.1	NRF1	chr20	61656238	61656248	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	61656258	61656268	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	61656278	61656288	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	61656318	61656328	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	61656358	61656368	-	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	61841768	61841778	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	61841769	61841779	+	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	62022779	62022789	-	16.7455	1.43e-06		
MA0506.1	NRF1	chr20	62065973	62065983	-	18.2364	2.38e-07		
MA0506.1	NRF1	chr20	62065974	62065984	+	14.6182	7.63e-06		
MA0506.1	NRF1	chr20	62122143	62122153	-	16.7273	1.67e-06		
MA0506.1	NRF1	chr20	62122144	62122154	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	62123054	62123064	-	15.0364	5.01e-06		
MA0506.1	NRF1	chr20	62144051	62144061	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	62407323	62407333	+	14.5273	8.11e-06		
MA0506.1	NRF1	chr20	62426786	62426796	-	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	62426787	62426797	+	15.7455	2.15e-06		
MA0506.1	NRF1	chr20	62474250	62474260	+	14.9273	5.48e-06		
MA0506.1	NRF1	chr20	62633920	62633930	+	14.2182	9.54e-06		
MA0506.1	NRF1	chr20	62642936	62642946	-	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	62642937	62642947	+	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	62690027	62690037	-	15.1273	4.53e-06		
MA0506.1	NRF1	chr20	62690028	62690038	+	17.7273	7.15e-07		
MA0506.1	NRF1	chr20	62708335	62708345	-	15.1273	4.53e-06		
